zipcode,school_district
04348,Jefferson
04349,Fayette
04350,Regional School Unit 04
04351,Regional School Unit 38
04352,Regional School Unit 38
04353,Regional School Unit 12
04354,Regional School Unit 12
04355,Regional School Unit 38
04357,Richmond Public Schools
04358,Regional School Unit 18
04359,School Administrative District 11
04360,Regional School Unit 09
04363,Regional School Unit 12
04364,Winthrop
04401,Hermon
04406,Piscataquis Unorganized Territory
04408,Hancock Unorganized Territory
04410,School Administrative District 64
04411,Regional School Unit 34
04412,Brewer
04413,Washington Unorganized Territory
04414,Piscataquis Unorganized Territory
04415,School Administrative District 41
04416,Regional School Unit 25
04417,Burlington Public Schools
04418,Penobscot Unorganized Territory
04419,School Administrative District 23
04421,Castine
04422,School Administrative District 68
04424,School Administrative District 14
04426,School Administrative District 68
04427,School Administrative District 64
04428,School Administrative District 63
04429,Dedham
04430,East Millinocket
04431,Regional School Unit 25
04434,Regional School Unit 19
04435,School Administrative District 46
04438,Regional School Unit 22
04441,Piscataquis Unorganized Territory
04442,Piscataquis Unorganized Territory
04443,School Administrative District 04
04444,Regional School Unit 22
04448,School Administrative District 31
04449,School Administrative District 64
04450,School Administrative District 64
04451,Macwahoc Plantation
04453,School Administrative District 41
04454,Washington Unorganized Territory
04455,Penobscot Unorganized Territory
04456,School Administrative District 23
04457,Regional School Unit 67
04459,Aroostook Unorganized Territory
04460,Medway
04461,Milford
04462,Piscataquis Unorganized Territory
04463,Medford
04464,School Administrative District 68
04468,Regional School Unit 34
04469,Regional School Unit 26
04471,School Administrative District 70
04472,Regional School Unit 25
04473,Regional School Unit 26
04474,Orrington
04475,School Administrative District 31
04476,Penobscot
04478,Somerset Unorganized Territory
04479,School Administrative District 04
04481,School Administrative District 68
04485,Shirley
04487,School Administrative District 30
04488,School Administrative District 64
04489,Regional School Unit 34
04490,Washington Unorganized Territory
04491,Vanceboro
04492,Waite
04493,Lowell
04495,School Administrative District 30
04496,Regional School Unit 22
04497,Reed Plantation
04530,Regional School Unit 01
04535,Regional School Unit 12
04537,Boothbay-Boothbay Harbor Community School District
04538,Boothbay-Boothbay Harbor Community School District
04539,Bristol
04541,Bristol
04543,Damariscotta
04544,Boothbay-Boothbay Harbor Community School District
04547,School Administrative District 40
04548,Georgetown
04551,Bremen
04553,Great Salt Bay Community School District
04554,Bristol
04555,Nobleboro
04556,Edgecomb
04558,Bristol
04562,Regional School Unit 01
04563,Regional School Unit 13
04564,Bristol
04568,South Bristol
04570,Southport
04571,Boothbay-Boothbay Harbor Community School District
04572,School Administrative District 40
04573,South Bristol
04574,School Administrative District 40
04575,Boothbay-Boothbay Harbor Community School District
04576,Southport
04578,Wiscasset Public Schools
04579,Regional School Unit 01
04605,Ellsworth Public Schools
04606,School Administrative District 37
04607,Regional School Unit 24
04609,Bar Harbor
04611,Beals
04612,Mount Desert Community School District
04613,Regional School Unit 24
04614,Blue Hill
04616,Brooklin
04617,Brooksville
04619,Calais
04622,Washington Unorganized Territory
04623,School Administrative District 37
04624,Regional School Unit 24
04625,Cranberry Isles
04626,Cutler
04627,Deer Isle-Stonington Community School District
04628,Washington Unorganized Territory
04630,Washington Unorganized Territory
